"ID","明細ID","会計単位","経理区分","取引区分","起票日","借方科目ID","借方補助ID","借方補助整理","借方金額","貸方科目ID","貸方補助ID","貸方補助整理","貸方金額","摘要ID","コメント","元号","年","月","日","伝票確認","借方科目コード","貸方科目コード","決算終了","登録日","伝票番号","伝票連番","更新日","補助科目登録","印刷チェック"
5527,260,1,1,1,2009/07/31 0:00:00,53,0,0,\6971,113,0,0,\0,0,"食材","H",21,7,31,0,"13301","10101",1,2009/09/09 0:00:00,"H2107-0082",82,2009/09/09 0:00:00,,0
5528,261,1,1,1,2009/07/31 0:00:00,54,0,0,\6021,113,0,0,\0,0,"蚊取線香","H",21,7,31,0,"13302","10101",1,2009/09/09 0:00:00,"H2107-0083",83,2009/09/09 0:00:00,,0
5529,262,1,1,1,2009/07/31 0:00:00,53,0,0,\2007,113,0,0,\0,0,"ｼﾞｭｰｽ","H",21,7,31,0,"13301","10101",1,2009/09/09 0:00:00,"H2107-0084",84,2009/09/09 0:00:00,,0
5530,263,1,1,1,2009/07/31 0:00:00,60,0,0,\9950,113,0,0,\0,0,"ｶﾞｽ料金","H",21,7,31,0,"13308","10101",1,2009/09/09 0:00:00,"H2107-0085",85,2009/09/09 0:00:00,,0
5531,198,1,1,1,2009/07/08 0:00:00,53,0,0,\22872,113,0,0,\0,0,"ﾐﾙｸ","H",21,7,8,0,"13301","10101",1,2009/09/09 0:00:00,"H2107-0020",20,2009/09/09 0:00:00,,0
5532,231,1,1,1,2009/07/24 0:00:00,29,0,0,\2090200,171,0,0,\0,0,"7月分　職員本俸","H",21,7,24,0,"13102","10113",1,2009/09/09 0:00:00,"H2107-0053",53,2009/09/09 0:00:00,,0
5533,232,1,1,1,2009/07/24 0:00:00,30,0,0,\302651,171,0,0,\0,0,"7月分　職員諸手当","H",21,7,24,0,"13103","10113",1,2009/09/09 0:00:00,"H2107-0054",54,2009/09/09 0:00:00,,0
5534,233,1,1,1,2009/07/24 0:00:00,31,0,0,\315540,171,0,0,\0,0,"7月分　非常勤賃金","H",21,7,24,0,"13104","10113",1,2009/09/09 0:00:00,"H2107-0055",55,2009/09/09 0:00:00,,0
5535,234,1,1,1,2009/07/24 0:00:00,171,0,0,\7214,34,0,0,\0,0,"7月分　雇用預り","H",21,7,24,0,"10113","13107",1,2009/09/09 0:00:00,"H2107-0056",56,2009/09/09 0:00:00,,0
5536,235,1,1,1,2009/07/24 0:00:00,171,0,0,\214655,34,0,0,\0,0,"7月分　社保預り","H",21,7,24,0,"10113","13107",1,2009/09/09 0:00:00,"H2107-0057",57,2009/09/09 0:00:00,,0
5537,236,1,1,1,2009/07/24 0:00:00,171,0,0,\41550,143,0,0,\0,0,"7月分　所得税預り","H",21,7,24,0,"10113","11103",1,2009/09/09 0:00:00,"H2107-0058",58,2009/09/09 0:00:00,,0
5538,237,1,1,1,2009/07/24 0:00:00,171,0,0,\144300,143,0,0,\0,0,"7月分　住民税預り","H",21,7,24,0,"10113","11103",1,2009/09/09 0:00:00,"H2107-0059",59,2009/09/09 0:00:00,,0
5539,213,1,1,1,2009/07/13 0:00:00,39,0,0,\59000,114,0,0,\0,0,"耕耘機","H",21,7,13,0,"13205","10102",1,2009/09/09 0:00:00,"H2107-0035",35,2009/09/09 0:00:00,,0
5540,238,1,1,1,2009/07/24 0:00:00,39,0,0,\72839,114,0,0,\0,0,"ｶﾒﾗﾈｯﾄﾜｰｸ","H",21,7,24,0,"13205","10102",1,2009/09/09 0:00:00,"H2107-0060",60,2009/09/09 0:00:00,,0
5541,239,1,1,1,2009/07/24 0:00:00,39,0,0,\94038,114,0,0,\0,0,"ｶｰﾃﾝ工事","H",21,7,24,0,"13205","10102",1,2009/09/09 0:00:00,"H2107-0061",61,2009/09/09 0:00:00,,0
5543,240,1,1,2,2009/07/24 0:00:00,130,0,0,\112770,196,0,0,\0,0,"ｴｱｺﾝ　振替","H",21,7,24,0,"10305","14104",1,2009/09/09 0:00:00,"H2107-0062",62,2009/09/09 0:00:00,,0
5545,191,1,1,2,2009/07/06 0:00:00,130,0,0,\103592,196,0,0,\0,0,"防犯照明工事　振替","H",21,7,6,0,"10305","14104",1,2009/09/09 0:00:00,"H2107-0013",13,2009/09/09 0:00:00,,0
5546,185,1,1,2,2009/07/03 0:00:00,126,0,0,\2714610,187,0,0,\0,0,"管理人室改装工事　振替","H",21,7,3,0,"10301","14108",1,2009/09/09 0:00:00,"H2107-0007",7,2009/09/09 0:00:00,,0
5547,264,1,1,1,2009/08/03 0:00:00,50,0,0,\15960,114,0,0,\0,0,"ｼｬｰﾌﾟ","H",21,8,3,0,"13216","10102",1,2009/09/16 0:00:00,"H2108-0001",1,2010/05/12 0:00:00,,0
5548,265,1,1,1,2009/08/03 0:00:00,50,0,0,\39900,114,0,0,\0,0,"ｼｬｰﾌﾟ　ｺﾝﾋﾟｭｰﾀｰﾘｰｽ料","H",21,8,3,0,"13216","10102",1,2009/09/16 0:00:00,"H2108-0002",2,2009/09/16 0:00:00,,0
5549,267,1,1,1,2009/08/05 0:00:00,113,0,0,\100000,114,0,0,\0,0,"小口現金引出し","H",21,8,5,0,"10101","10102",1,2009/09/16 0:00:00,"H2108-0004",4,2009/09/16 0:00:00,,0
5550,272,1,1,1,2009/08/06 0:00:00,44,0,0,\5787,114,0,0,\0,0,"ｿﾌﾄﾊﾞﾝｸ　ﾈｯﾄ使用料","H",21,8,6,0,"13210","10102",1,2009/09/16 0:00:00,"H2108-0009",9,2009/09/16 0:00:00,,0
5551,274,1,1,1,2009/08/07 0:00:00,143,0,0,\185850,114,0,0,\0,0,"税金等支払い","H",21,8,7,0,"11103","10102",1,2009/09/16 0:00:00,"H2108-0011",11,2009/09/16 0:00:00,,0
5552,275,1,1,1,2009/08/12 0:00:00,53,0,0,\143681,114,0,0,\0,0,"給食代","H",21,8,12,0,"13301","10102",1,2009/09/16 0:00:00,"H2108-0012",12,2009/09/16 0:00:00,,0
5553,276,1,1,1,2009/08/17 0:00:00,60,0,0,\19654,114,0,0,\0,0,"水道料金","H",21,8,17,0,"13308","10102",1,2009/09/16 0:00:00,"H2108-0013",13,2009/09/16 0:00:00,,0
5554,277,1,1,1,2009/08/17 0:00:00,114,0,0,\4500,10,0,0,\0,0,"電柱敷地料","H",21,8,17,0,"10102","01701",1,2009/09/16 0:00:00,"H2108-0014",14,2009/09/16 0:00:00,,0
5555,278,1,1,1,2009/08/17 0:00:00,114,0,0,\2617670,6,0,0,\0,0,"8月分　加古川市運営費","H",21,8,17,0,"10102","01301",1,2009/09/16 0:00:00,"H2108-0015",15,2009/09/16 0:00:00,,0
5556,279,1,1,1,2009/08/18 0:00:00,113,0,0,\100000,114,0,0,\0,0,"小口現金引出し","H",21,8,18,0,"10101","10102",1,2009/09/16 0:00:00,"H2108-0016",16,2009/09/16 0:00:00,,0
5557,289,1,1,1,2009/08/20 0:00:00,114,0,0,\58480,6,0,0,\0,0,"8月分　稲美町運営費","H",21,8,20,0,"10102","01301",1,2009/09/16 0:00:00,"H2108-0026",26,2009/09/16 0:00:00,,0
5558,293,1,1,1,2009/08/25 0:00:00,53,0,0,\3000,114,0,0,\0,0,"購買代金","H",21,8,25,0,"13301","10102",1,2009/09/16 0:00:00,"H2108-0030",30,2009/09/16 0:00:00,,0
5559,294,1,1,1,2009/08/25 0:00:00,171,0,0,\2302718,114,0,0,\0,0,"8月分　職員給与","H",21,8,25,0,"10113","10102",1,2009/09/16 0:00:00,"H2108-0031",31,2009/09/16 0:00:00,,0
5560,295,1,1,1,2009/08/25 0:00:00,44,0,0,\47853,114,0,0,\0,0,"通信ｻｰﾋﾞｽ","H",21,8,25,0,"13210","10102",1,2009/09/16 0:00:00,"H2108-0032",32,2009/09/16 0:00:00,,0
5561,296,1,1,1,2009/08/25 0:00:00,113,0,0,\100000,114,0,0,\0,0,"小口現金引出し","H",21,8,25,0,"10101","10102",1,2009/09/16 0:00:00,"H2108-0033",33,2009/09/16 0:00:00,,0
5562,307,1,1,1,2009/08/27 0:00:00,50,0,0,\3045,114,0,0,\0,0,"ｿﾆｰﾌｧｲﾅﾝｽ","H",21,8,27,0,"13216","10102",1,2009/09/16 0:00:00,"H2108-0044",44,2009/09/16 0:00:00,,0
5563,308,1,1,1,2009/08/27 0:00:00,58,0,0,\149635,114,0,0,\0,0,"こどものとも　4～8月分　本他","H",21,8,27,0,"13306","10102",1,2009/09/16 0:00:00,"H2108-0045",45,2009/09/16 0:00:00,,0
5564,309,1,1,1,2009/08/28 0:00:00,114,0,0,\184280,6,0,0,\0,0,"8月分　高砂市運営費","H",21,8,28,0,"10102","01301",1,2009/09/16 0:00:00,"H2108-0046",46,2009/09/16 0:00:00,,0
5565,310,1,1,1,2009/08/31 0:00:00,44,0,0,\12240,114,0,0,\0,0,"電話料金","H",21,8,31,0,"13210","10102",1,2009/09/16 0:00:00,"H2108-0047",47,2009/09/16 0:00:00,,0
5566,311,1,1,1,2009/08/31 0:00:00,60,0,0,\60547,114,0,0,\0,0,"電気料金","H",21,8,31,0,"13308","10102",1,2009/09/16 0:00:00,"H2108-0048",48,2009/09/16 0:00:00,,0
5567,312,1,1,1,2009/08/31 0:00:00,60,0,0,\2667,114,0,0,\0,0,"ｶﾞｽ料金","H",21,8,31,0,"13308","10102",1,2009/09/16 0:00:00,"H2108-0049",49,2009/09/16 0:00:00,,0
5568,313,1,1,1,2009/08/31 0:00:00,34,0,0,\431522,114,0,0,\0,0,"7月分　社保支払い","H",21,8,31,0,"13107","10102",1,2009/09/16 0:00:00,"H2108-0050",50,2009/09/16 0:00:00,,0
5569,297,1,1,1,2009/08/25 0:00:00,29,0,0,\2090200,171,0,0,\0,0,"8月分　職員本俸","H",21,8,25,0,"13102","10113",1,2009/09/16 0:00:00,"H2108-0034",34,2009/09/16 0:00:00,,0
5570,298,1,1,1,2009/08/25 0:00:00,30,0,0,\298196,171,0,0,\0,0,"8月分　職員諸手当","H",21,8,25,0,"13103","10113",1,2009/09/16 0:00:00,"H2108-0035",35,2009/09/16 0:00:00,,0
5571,299,1,1,1,2009/08/25 0:00:00,31,0,0,\321640,171,0,0,\0,0,"8月分　非常勤賃金","H",21,8,25,0,"13104","10113",1,2009/09/16 0:00:00,"H2108-0036",36,2009/09/16 0:00:00,,0
5572,300,1,1,1,2009/08/25 0:00:00,171,0,0,\7223,34,0,0,\0,0,"8月分　雇用預り","H",21,8,25,0,"10113","13107",1,2009/09/16 0:00:00,"H2108-0037",37,2009/09/16 0:00:00,,0
5573,301,1,1,1,2009/08/25 0:00:00,171,0,0,\214655,34,0,0,\0,0,"8月分　社保預り","H",21,8,25,0,"10113","13107",1,2009/09/16 0:00:00,"H2108-0038",38,2009/09/16 0:00:00,,0
5574,302,1,1,1,2009/08/25 0:00:00,171,0,0,\41140,143,0,0,\0,0,"8月分　所得税預り","H",21,8,25,0,"10113","11103",1,2009/09/16 0:00:00,"H2108-0039",39,2009/09/16 0:00:00,,0
5575,303,1,1,1,2009/08/25 0:00:00,171,0,0,\144300,143,0,0,\0,0,"8月分　住民税預り","H",21,8,25,0,"10113","11103",1,2009/09/16 0:00:00,"H2108-0040",40,2009/09/16 0:00:00,,0
5576,266,1,1,1,2009/08/03 0:00:00,58,0,0,\1144,113,0,0,\0,0,"魚餌","H",21,8,3,0,"13306","10101",1,2009/09/16 0:00:00,"H2108-0003",3,2009/09/16 0:00:00,,0
5577,268,1,1,1,2009/08/05 0:00:00,42,0,0,\6161,113,0,0,\0,0,"ｶﾞｿﾘﾝ","H",21,8,5,0,"13208","10101",1,2009/09/16 0:00:00,"H2108-0005",5,2009/09/16 0:00:00,,0
5578,269,1,1,1,2009/08/05 0:00:00,47,0,0,\12600,113,0,0,\0,0,"ｲﾝﾀｰﾈｯﾄ","H",21,8,5,0,"13213","10101",1,2009/09/16 0:00:00,"H2108-0006",6,2010/01/12 0:00:00,,0
5579,270,1,1,1,2009/08/05 0:00:00,39,0,0,\19421,113,0,0,\0,0,"電話機器","H",21,8,5,0,"13205","10101",1,2009/09/16 0:00:00,"H2108-0007",7,2009/09/16 0:00:00,,0
5580,271,1,1,1,2009/08/05 0:00:00,38,0,0,\52374,113,0,0,\0,0,"ﾄﾅｰ他","H",21,8,5,0,"13204","10101",1,2009/09/16 0:00:00,"H2108-0008",8,2009/09/16 0:00:00,,0
5581,273,1,1,1,2009/08/06 0:00:00,47,0,0,\13000,113,0,0,\0,0,"ｺﾞﾐ代","H",21,8,6,0,"13213","10101",1,2009/09/16 0:00:00,"H2108-0010",10,2009/09/16 0:00:00,,0
5582,280,1,1,1,2009/08/18 0:00:00,39,0,0,\19099,113,0,0,\0,0,"農機具","H",21,8,18,0,"13205","10101",1,2009/09/16 0:00:00,"H2108-0017",17,2009/09/16 0:00:00,,0
5583,281,1,1,1,2009/08/18 0:00:00,54,0,0,\5158,113,0,0,\0,0,"虫よけｽﾌﾟﾚｰ","H",21,8,18,0,"13302","10101",1,2009/09/16 0:00:00,"H2108-0018",18,2009/09/16 0:00:00,,0
5584,282,1,1,1,2009/08/18 0:00:00,166,0,0,\3000,113,0,0,\0,0,"給食　会費","H",21,8,18,0,"13219","10101",1,2009/09/16 0:00:00,"H2108-0019",19,2009/09/16 0:00:00,,0
5585,283,1,1,1,2009/08/19 0:00:00,58,0,0,\7485,113,0,0,\0,0,"花苗","H",21,8,19,0,"13306","10101",1,2009/09/16 0:00:00,"H2108-0020",20,2009/09/16 0:00:00,,0
5586,284,1,1,1,2009/08/19 0:00:00,58,0,0,\7648,113,0,0,\0,0,"花苗","H",21,8,19,0,"13306","10101",1,2009/09/16 0:00:00,"H2108-0021",21,2009/09/16 0:00:00,,0
5587,285,1,1,1,2009/08/19 0:00:00,58,0,0,\2000,113,0,0,\0,0,"本","H",21,8,19,0,"13306","10101",1,2009/09/16 0:00:00,"H2108-0022",22,2009/09/16 0:00:00,,0
5588,286,1,1,1,2009/08/19 0:00:00,53,0,0,\18155,113,0,0,\0,0,"ﾐﾙｸ","H",21,8,19,0,"13301","10101",1,2009/09/16 0:00:00,"H2108-0023",23,2009/09/16 0:00:00,,0
5589,287,1,1,1,2009/08/19 0:00:00,43,0,0,\19145,113,0,0,\0,0,"ﾄﾗｯｸ修理","H",21,8,19,0,"13209","10101",1,2009/09/16 0:00:00,"H2108-0024",24,2009/09/16 0:00:00,,0
5590,288,1,1,1,2009/08/19 0:00:00,54,0,0,\7790,113,0,0,\0,0,"ﾏｽｸ","H",21,8,19,0,"13302","10101",1,2009/09/16 0:00:00,"H2108-0025",25,2009/09/16 0:00:00,,0
5591,290,1,1,1,2009/08/20 0:00:00,53,0,0,\1980,113,0,0,\0,0,"ﾐﾙｸ","H",21,8,20,0,"13301","10101",1,2009/09/16 0:00:00,"H2108-0027",27,2009/09/16 0:00:00,,0
5592,291,1,1,1,2009/08/20 0:00:00,36,0,0,\7120,113,0,0,\0,0,"旅費交通費","H",21,8,20,0,"13202","10101",1,2009/09/16 0:00:00,"H2108-0028",28,2009/09/16 0:00:00,,0
5593,292,1,1,1,2009/08/21 0:00:00,58,0,0,\2400,113,0,0,\0,0,"ﾌﾟﾗﾈﾀﾘｭｰﾑ","H",21,8,21,0,"13306","10101",1,2009/09/16 0:00:00,"H2108-0029",29,2009/09/16 0:00:00,,0
5594,304,1,1,1,2009/08/25 0:00:00,37,0,0,\700,113,0,0,\0,0,"研修費","H",21,8,25,0,"13203","10101",1,2009/09/16 0:00:00,"H2108-0041",41,2009/09/16 0:00:00,,0
5595,305,1,1,1,2009/08/25 0:00:00,36,0,0,\800,113,0,0,\0,0,"駐車料","H",21,8,25,0,"13202","10101",1,2009/09/16 0:00:00,"H2108-0042",42,2009/09/16 0:00:00,,0
5596,306,1,1,1,2009/08/26 0:00:00,53,0,0,\22150,113,0,0,\0,0,"肉代","H",21,8,26,0,"13301","10101",1,2009/09/16 0:00:00,"H2108-0043",43,2009/09/16 0:00:00,,0
5597,314,1,1,1,2009/08/31 0:00:00,60,0,0,\8150,113,0,0,\0,0,"ｶﾞｽ料金","H",21,8,31,0,"13308","10101",1,2009/09/16 0:00:00,"H2108-0051",51,2009/09/16 0:00:00,,0
5598,315,1,1,1,2009/09/02 0:00:00,54,0,0,\4000,113,0,0,\0,0,"薬","H",21,9,2,0,"13302","10101",1,2009/11/16 0:00:00,"H2109-0001",1,,,0
5599,321,1,1,1,2009/09/07 0:00:00,54,0,0,\13953,113,0,0,\0,0,"ﾍﾟｰﾊﾟｰﾀｵﾙ","H",21,9,7,0,"13302","10101",1,2009/11/16 0:00:00,"H2109-0007",7,,,0
5600,322,1,1,1,2009/09/07 0:00:00,47,0,0,\13000,113,0,0,\0,0,"ｺﾞﾐ処理代","H",21,9,7,0,"13213","10101",1,2009/11/16 0:00:00,"H2109-0008",8,,,0
5601,323,1,1,1,2009/09/07 0:00:00,58,0,0,\2620,113,0,0,\0,0,"ﾃｰﾌﾞﾙ","H",21,9,7,0,"13306","10101",1,2009/11/16 0:00:00,"H2109-0009",9,,,0
5602,325,1,1,1,2009/09/08 0:00:00,53,0,0,\20141,113,0,0,\0,0,"ﾐﾙｸ","H",21,9,8,0,"13301","10101",1,2009/11/16 0:00:00,"H2109-0011",11,,,0
5603,326,1,1,1,2009/09/09 0:00:00,54,0,0,\9169,113,0,0,\0,0,"ﾃｨｯｼｭ他","H",21,9,9,0,"13302","10101",1,2009/11/16 0:00:00,"H2109-0012",12,,,0
5604,327,1,1,1,2009/09/09 0:00:00,54,0,0,\2380,113,0,0,\0,0,"薬","H",21,9,9,0,"13302","10101",1,2009/11/16 0:00:00,"H2109-0013",13,,,0
5605,328,1,1,1,2009/09/09 0:00:00,54,0,0,\480,113,0,0,\0,0,"蚊取線香","H",21,9,9,0,"13302","10101",1,2009/11/16 0:00:00,"H2109-0014",14,,,0
5606,329,1,1,1,2009/09/09 0:00:00,36,0,0,\2000,113,0,0,\0,0,"職員旅費","H",21,9,9,0,"13202","10101",1,2009/11/16 0:00:00,"H2109-0015",15,,,0
5607,334,1,1,1,2009/09/18 0:00:00,113,0,0,\100000,114,0,0,\0,0,"小口現金引出し","H",21,9,18,0,"10101","10102",1,2009/11/16 0:00:00,"H2109-0020",20,,,0
5608,316,1,1,1,2009/09/03 0:00:00,50,0,0,\10710,114,0,0,\0,0,"ｻﾝﾖｳ","H",21,9,3,0,"13216","10102",1,2009/11/16 0:00:00,"H2109-0002",2,,,0
5609,317,1,1,1,2009/09/03 0:00:00,50,0,0,\15960,114,0,0,\0,0,"ｼｬｰﾌﾟ","H",21,9,3,0,"13216","10102",1,2009/11/16 0:00:00,"H2109-0003",3,,,0
5610,318,1,1,1,2009/09/03 0:00:00,50,0,0,\39900,114,0,0,\0,0,"ｼｬｰﾌﾟ　ｺﾝﾋﾟｭｰﾀｰﾘｰｽ料","H",21,9,3,0,"13216","10102",1,2009/11/16 0:00:00,"H2109-0004",4,,,0
5611,319,1,1,1,2009/09/04 0:00:00,53,0,0,\108919,114,0,0,\0,0,"給食代","H",21,9,4,0,"13301","10102",1,2009/11/16 0:00:00,"H2109-0005",5,,,0
5612,320,1,1,1,2009/09/04 0:00:00,49,0,0,\125100,114,0,0,\0,0,"自動車保険代","H",21,9,4,0,"13215","10102",1,2009/11/16 0:00:00,"H2109-0006",6,,,0
5613,324,1,1,1,2009/09/07 0:00:00,44,0,0,\5787,114,0,0,\0,0,"ｿﾌﾄﾊﾞﾝｸ　ﾈｯﾄ使用料","H",21,9,7,0,"13210","10102",1,2009/11/16 0:00:00,"H2109-0010",10,,,0
5614,330,1,1,1,2009/09/10 0:00:00,143,0,0,\185440,114,0,0,\0,0,"税金等支払い","H",21,9,10,0,"11103","10102",1,2009/11/16 0:00:00,"H2109-0016",16,,,0
5615,331,1,1,1,2009/09/14 0:00:00,114,0,0,\768,12,0,0,\0,0,"預金利息","H",21,9,14,0,"10102","01901",1,2009/11/16 0:00:00,"H2109-0017",17,,,0
5616,332,1,1,1,2009/09/16 0:00:00,114,0,0,\2499000,6,0,0,\0,0,"9月分　加古川市運営費","H",21,9,16,0,"10102","01301",1,2009/11/16 0:00:00,"H2109-0018",18,,,0
5617,333,1,1,1,2009/09/18 0:00:00,114,0,0,\58480,6,0,0,\0,0,"9月分　稲美町運営費","H",21,9,18,0,"10102","01301",1,2009/11/16 0:00:00,"H2109-0019",19,,,0
5618,337,1,1,1,2009/09/18 0:00:00,113,0,0,\138090,114,0,0,\0,0,"小口現金引出し","H",21,9,18,0,"10101","10102",1,2009/11/16 0:00:00,"H2109-0023",23,,,0
5619,341,1,1,1,2009/09/24 0:00:00,38,0,0,\15162,114,0,0,\0,0,"ｷｬﾉﾝ","H",21,9,24,0,"13204","10102",1,2009/11/16 0:00:00,"H2109-0027",27,,,0
5620,342,1,1,1,2009/09/24 0:00:00,171,0,0,\2236555,114,0,0,\0,0,"9月分　職員給与","H",21,9,24,0,"10113","10102",1,2009/11/16 0:00:00,"H2109-0028",28,,,0
5621,350,1,1,1,2009/09/25 0:00:00,53,0,0,\3000,114,0,0,\0,0,"購買代金","H",21,9,25,0,"13301","10102",1,2009/11/16 0:00:00,"H2109-0036",36,,,0
5622,351,1,1,1,2009/09/25 0:00:00,114,0,0,\184280,6,0,0,\0,0,"9月分　高砂市運営費","H",21,9,25,0,"10102","01301",1,2009/11/16 0:00:00,"H2109-0037",37,,,0
5623,353,1,1,1,2009/09/28 0:00:00,50,0,0,\3045,114,0,0,\0,0,"ｿﾆｰﾌｧｲﾅﾝｽ","H",21,9,28,0,"13216","10102",1,2009/11/16 0:00:00,"H2109-0039",39,,,0
5624,356,1,1,1,2009/09/29 0:00:00,60,0,0,\43711,114,0,0,\0,0,"電気料金","H",21,9,29,0,"13308","10102",1,2009/11/16 0:00:00,"H2109-0042",42,,,0
5625,359,1,1,1,2009/09/30 0:00:00,44,0,0,\11434,114,0,0,\0,0,"電話料金","H",21,9,30,0,"13210","10102",1,2009/11/16 0:00:00,"H2109-0045",45,,,0
5626,360,1,1,1,2009/09/30 0:00:00,60,0,0,\2100,114,0,0,\0,0,"ｶﾞｽ料金","H",21,9,30,0,"13308","10102",1,2009/11/16 0:00:00,"H2109-0046",46,,,0
5627,361,1,1,1,2009/09/30 0:00:00,34,0,0,\431522,114,0,0,\0,0,"8月分　社保支払い","H",21,9,30,0,"13107","10102",1,2009/11/16 0:00:00,"H2109-0047",47,,,0
5628,375,1,1,1,2009/10/05 0:00:00,50,0,0,\15960,114,0,0,\0,0,"ｼｬｰﾌﾟ　","H",21,10,5,0,"13216","10102",1,2009/11/16 0:00:00,"H2110-0007",7,,,0
5629,376,1,1,1,2009/10/05 0:00:00,50,0,0,\39900,114,0,0,\0,0,"ｼｬｰﾌﾟ　ｺﾝﾋﾟｭｰﾀｰﾘｰｽ料","H",21,10,5,0,"13216","10102",1,2009/11/16 0:00:00,"H2110-0008",8,,,0
5630,377,1,1,1,2009/10/05 0:00:00,113,0,0,\100000,114,0,0,\0,0,"小口現金引出し","H",21,10,5,0,"10101","10102",1,2009/11/16 0:00:00,"H2110-0009",9,,,0
5631,378,1,1,1,2009/10/05 0:00:00,53,0,0,\52060,114,0,0,\0,0,"給食代","H",21,10,5,0,"13301","10102",1,2009/11/16 0:00:00,"H2110-0010",10,,,0
5632,379,1,1,1,2009/10/05 0:00:00,35,0,0,\60000,114,0,0,\0,0,"H21年度　互助会費","H",21,10,5,0,"13201","10102",1,2009/11/16 0:00:00,"H2110-0011",11,,,0
5633,380,1,1,1,2009/10/05 0:00:00,53,0,0,\51317,114,0,0,\0,0,"給食代","H",21,10,5,0,"13301","10102",1,2009/11/16 0:00:00,"H2110-0012",12,,,0
5634,384,1,1,1,2009/10/06 0:00:00,44,0,0,\5787,114,0,0,\0,0,"ｿﾌﾄﾊﾞﾝｸ　ﾈｯﾄ使用料","H",21,10,6,0,"13210","10102",1,2009/11/16 0:00:00,"H2110-0016",16,,,0
5635,386,1,1,1,2009/10/09 0:00:00,143,0,0,\184090,114,0,0,\0,0,"税金等支払い","H",21,10,9,0,"11103","10102",1,2009/11/16 0:00:00,"H2110-0018",18,,,0
5636,387,1,1,1,2009/10/15 0:00:00,60,0,0,\32453,114,0,0,\0,0,"水道料金","H",21,10,15,0,"13308","10102",1,2009/11/16 0:00:00,"H2110-0019",19,,,0
5637,389,1,1,1,2009/10/16 0:00:00,114,0,0,\2504700,6,0,0,\0,0,"10月分　加古川市運営費","H",21,10,16,0,"10102","01301",1,2009/11/16 0:00:00,"H2110-0021",21,,,0
5638,391,1,1,1,2009/10/20 0:00:00,114,0,0,\58670,6,0,0,\0,0,"10月分　稲美町運営費","H",21,10,20,0,"10102","01301",1,2009/11/16 0:00:00,"H2110-0023",23,,,0
5639,392,1,1,1,2009/10/20 0:00:00,47,0,0,\78750,114,0,0,\0,0,"KIｼｽﾃﾑ　会計処理料","H",21,10,20,0,"13213","10102",1,2009/11/16 0:00:00,"H2110-0024",24,,,0
5640,395,1,1,1,2009/10/23 0:00:00,171,0,0,\2238379,114,0,0,\0,0,"10月分　職員給与","H",21,10,23,0,"10113","10102",1,2009/11/16 0:00:00,"H2110-0027",27,,,0
5641,396,1,1,1,2009/10/23 0:00:00,114,0,0,\184660,6,0,0,\0,0,"10月分　高砂市運営費","H",21,10,23,0,"10102","01301",1,2009/11/16 0:00:00,"H2110-0028",28,,,0
5642,406,1,1,1,2009/10/26 0:00:00,53,0,0,\10830,114,0,0,\0,0,"購買代金","H",21,10,26,0,"13301","10102",1,2009/11/16 0:00:00,"H2110-0038",38,,,0
5643,407,1,1,1,2009/10/27 0:00:00,50,0,0,\3045,114,0,0,\0,0,"ｿﾆｰﾌｧｲﾅﾝｽ","H",21,10,27,0,"13216","10102",1,2009/11/16 0:00:00,"H2110-0039",39,,,0
5644,410,1,1,1,2009/10/29 0:00:00,60,0,0,\38745,114,0,0,\0,0,"電気料金","H",21,10,29,0,"13308","10102",1,2009/11/16 0:00:00,"H2110-0042",42,,,0
5645,411,1,1,1,2009/10/30 0:00:00,60,0,0,\2100,114,0,0,\0,0,"ｶﾞｽ料金","H",21,10,30,0,"13308","10102",1,2009/11/16 0:00:00,"H2110-0043",43,,,0
5646,335,1,1,1,2009/09/18 0:00:00,58,0,0,\47000,113,0,0,\0,0,"ﾌﾟｰﾙ","H",21,9,18,0,"13306","10101",1,2009/11/16 0:00:00,"H2109-0021",21,,,0
5647,336,1,1,1,2009/09/18 0:00:00,38,0,0,\6950,113,0,0,\0,0,"職員出勤簿","H",21,9,18,0,"13204","10101",1,2009/11/16 0:00:00,"H2109-0022",22,,,0
5648,338,1,1,1,2009/09/18 0:00:00,35,0,0,\5000,113,0,0,\0,0,"ﾁｹｯﾄ","H",21,9,18,0,"13201","10101",1,2009/11/16 0:00:00,"H2109-0024",24,,,0
5649,339,1,1,1,2009/09/18 0:00:00,58,0,0,\3305,113,0,0,\0,0,"布","H",21,9,18,0,"13306","10101",1,2009/11/16 0:00:00,"H2109-0025",25,,,0
5650,340,1,1,1,2009/09/18 0:00:00,44,0,0,\6588,113,0,0,\0,0,"電話料金","H",21,9,18,0,"13210","10101",1,2009/11/16 0:00:00,"H2109-0026",26,,,0
5651,352,1,1,1,2009/09/26 0:00:00,58,0,0,\7509,113,0,0,\0,0,"布他","H",21,9,26,0,"13306","10101",1,2009/11/16 0:00:00,"H2109-0038",38,,,0
5652,354,1,1,1,2009/09/28 0:00:00,39,0,0,\36100,113,0,0,\0,0,"ﾌﾟﾘﾝﾀｰ","H",21,9,28,0,"13205","10101",1,2009/11/16 0:00:00,"H2109-0040",40,,,0
5653,355,1,1,1,2009/09/28 0:00:00,58,0,0,\20000,113,0,0,\0,0,"ﾐｼﾝ糸","H",21,9,28,0,"13306","10101",1,2009/11/16 0:00:00,"H2109-0041",41,,,0
