"ID","明細ID","会計単位","経理区分","取引区分","起票日","借方科目ID","借方補助ID","借方補助整理","借方金額","貸方科目ID","貸方補助ID","貸方補助整理","貸方金額","摘要ID","コメント","元号","年","月","日","伝票確認","借方科目コード","貸方科目コード","決算終了","登録日","伝票番号","伝票連番","更新日","補助科目登録","印刷チェック"
38493,1432,1,1,1,2011/10/24 0:00:00,143,0,0,\42829,163,0,0,\0,0,"10月分　退職共済預り分","H",23,10,24,0,"11103","10112",1,2011/12/27 0:00:00,"H2310-0128",128,2011/12/27 0:00:00,,0
38494,1433,1,1,1,2011/10/24 0:00:00,205,0,0,\42829,163,0,0,\0,0,"10月分　退職共済法人分","H",23,10,24,0,"15403","10112",1,2011/12/27 0:00:00,"H2310-0129",129,2011/12/27 0:00:00,,0
38495,1431,1,1,1,2011/10/24 0:00:00,143,0,0,\28490,163,0,0,\0,0,"10月分　所得税支払い","H",23,10,24,0,"11103","10112",1,2011/12/27 0:00:00,"H2310-0127",127,2011/12/27 0:00:00,,0
38496,1430,1,1,1,2011/10/24 0:00:00,143,0,0,\69000,163,0,0,\0,0,"10月分　住民税支払い","H",23,10,24,0,"11103","10112",1,2011/12/27 0:00:00,"H2310-0126",126,2011/12/27 0:00:00,,0
38497,1434,1,1,2,2011/10/24 0:00:00,204,0,0,\42829,205,0,0,\0,0,"10月分　退職共済振替","H",23,10,24,0,"10321","15403",1,2011/12/27 0:00:00,"H2310-0130",130,2011/12/27 0:00:00,,0
38498,1435,1,1,1,2011/10/24 0:00:00,34,0,0,\175318,163,0,0,\0,0,"2期分　労働保険料","H",23,10,24,0,"13107","10112",1,2011/12/27 0:00:00,"H2310-0131",131,2011/12/27 0:00:00,,0
38499,1436,1,1,1,2011/10/24 0:00:00,35,0,0,\3150,113,0,0,\0,0,"検査ｾﾝﾀｰ　検便検査","H",23,10,24,0,"13201","10101",1,2011/12/27 0:00:00,"H2310-0132",132,2011/12/27 0:00:00,,0
38500,1442,1,1,1,2011/10/25 0:00:00,58,0,0,\5000,113,0,0,\0,0,"10月分　音楽教室","H",23,10,25,0,"13306","10101",1,2011/12/27 0:00:00,"H2310-0138",138,2011/12/27 0:00:00,,0
38501,1439,1,1,1,2011/10/25 0:00:00,114,0,0,\107480,6,0,0,\0,0,"10月分　三木市運営費","H",23,10,25,0,"10102","01301",1,2011/12/27 0:00:00,"H2310-0135",135,2011/12/27 0:00:00,,0
38502,1440,1,1,1,2011/10/25 0:00:00,47,0,0,\25000,163,0,0,\0,0,"南中造園　植木剪定","H",23,10,25,0,"13213","10112",1,2011/12/27 0:00:00,"H2310-0136",136,2011/12/27 0:00:00,,0
38503,1441,1,1,1,2011/10/25 0:00:00,43,0,0,\10500,163,0,0,\0,0,"吉田楽器　ﾋﾟｱﾉ調律","H",23,10,25,0,"13209","10112",1,2011/12/27 0:00:00,"H2310-0137",137,2011/12/27 0:00:00,,0
38504,1443,1,1,1,2011/10/25 0:00:00,53,0,0,\196,113,0,0,\0,0,"MV　味付け海苔","H",23,10,25,0,"13301","10101",1,2011/12/27 0:00:00,"H2310-0139",139,2011/12/27 0:00:00,,0
38505,1449,1,1,1,2011/10/26 0:00:00,163,0,0,\600000,114,0,0,\0,0,"当座預金補充","H",23,10,26,0,"10112","10102",1,2011/12/27 0:00:00,"H2310-0145",145,2011/12/27 0:00:00,,0
38506,1454,1,1,1,2011/10/26 0:00:00,44,0,0,\3320,113,0,0,\0,0,"郵便局　切手","H",23,10,26,0,"13210","10101",1,2011/12/27 0:00:00,"H2310-0150",150,2011/12/27 0:00:00,,0
38507,1453,1,1,1,2011/10/26 0:00:00,48,0,0,\630,113,0,0,\0,0,"振込手数料","H",23,10,26,0,"13214","10101",1,2011/12/27 0:00:00,"H2310-0149",149,2011/12/27 0:00:00,,0
38508,1450,1,1,1,2011/10/26 0:00:00,47,0,0,\78750,163,0,0,\0,0,"KIｼｽﾃﾑ　会計処理料","H",23,10,26,0,"13213","10112",1,2011/12/27 0:00:00,"H2310-0146",146,2011/12/27 0:00:00,,0
38509,1448,1,1,1,2011/10/26 0:00:00,114,0,0,\14500,7,0,0,\0,0,"10月分　一時保育料","H",23,10,26,0,"10102","01401",1,2011/12/27 0:00:00,"H2310-0144",144,2011/12/27 0:00:00,,0
38510,1452,1,1,1,2011/10/26 0:00:00,58,0,0,\17395,163,0,0,\0,0,"ﾁｬｲﾙﾄﾞ　運動会ﾒﾀﾞﾙ","H",23,10,26,0,"13306","10112",1,2011/12/27 0:00:00,"H2310-0148",148,2011/12/27 0:00:00,,0
38511,1451,1,1,1,2011/10/26 0:00:00,58,0,0,\12000,163,0,0,\0,0,"10月分　ﾚｲﾓﾝﾄﾞ講師料","H",23,10,26,0,"13306","10112",1,2011/12/27 0:00:00,"H2310-0147",147,2011/12/27 0:00:00,,0
38512,1457,1,1,1,2011/10/27 0:00:00,44,0,0,\2380,113,0,0,\0,0,"高島　郵送料","H",23,10,27,0,"13210","10101",1,2011/12/27 0:00:00,"H2310-0153",153,2011/12/27 0:00:00,,0
38513,1456,1,1,1,2011/10/27 0:00:00,44,0,0,\5376,114,0,0,\0,0,"ﾔﾌｰ使用料","H",23,10,27,0,"13210","10102",1,2011/12/27 0:00:00,"H2310-0152",152,2011/12/27 0:00:00,,0
38514,1461,1,1,1,2011/10/28 0:00:00,114,0,0,\545000,8,0,0,\0,0,"後期分　乳幼児子育て応援事業","H",23,10,28,0,"10102","01501",1,2011/12/27 0:00:00,"H2310-0157",157,2011/12/27 0:00:00,,0
38515,1462,1,1,1,2011/10/28 0:00:00,114,0,0,\11500,8,0,0,\0,0,"後期分　子育て相談事業","H",23,10,28,0,"10102","01501",1,2011/12/27 0:00:00,"H2310-0158",158,2011/12/27 0:00:00,,0
38516,1468,1,1,1,2011/10/29 0:00:00,37,0,0,\1000,113,0,0,\0,0,"横山　研修参加費","H",23,10,29,0,"13203","10101",1,2011/12/27 0:00:00,"H2310-0164",164,2011/12/27 0:00:00,,0
38517,1469,1,1,1,2011/10/30 0:00:00,58,0,0,\870,113,0,0,\0,0,"JA　野菜の苗","H",23,10,30,0,"13306","10101",1,2011/12/27 0:00:00,"H2310-0165",165,2011/12/27 0:00:00,,0
38518,1476,1,1,1,2011/10/31 0:00:00,36,0,0,\9624,113,0,0,\0,0,"10月分　職員旅費","H",23,10,31,0,"13202","10101",1,2011/12/27 0:00:00,"H2310-0172",172,2011/12/27 0:00:00,,0
38519,1477,1,1,1,2011/10/31 0:00:00,44,0,0,\80,113,0,0,\0,0,"ｾﾌﾞﾝｲﾚﾌﾞﾝ　ﾒｰﾙ便","H",23,10,31,0,"13210","10101",1,2011/12/27 0:00:00,"H2310-0173",173,2011/12/27 0:00:00,,0
38520,1472,1,1,1,2011/10/31 0:00:00,44,0,0,\6056,114,0,0,\0,0,"10月分　電話料金","H",23,10,31,0,"13210","10102",1,2011/12/27 0:00:00,"H2310-0168",168,2011/12/27 0:00:00,,0
38521,1471,1,1,1,2011/10/31 0:00:00,44,0,0,\2545,114,0,0,\0,0,"10月分　電話料金","H",23,10,31,0,"13210","10102",1,2011/12/27 0:00:00,"H2310-0167",167,2012/02/15 0:00:00,,0
38522,1470,1,1,1,2011/10/31 0:00:00,44,0,0,\2422,114,0,0,\0,0,"10月分　電話料金","H",23,10,31,0,"13210","10102",1,2011/12/27 0:00:00,"H2310-0166",166,2011/12/27 0:00:00,,0
38523,1473,1,1,1,2011/10/31 0:00:00,34,0,0,\221056,114,0,0,\0,0,"9月分　社保法人分","H",23,10,31,0,"13107","10102",1,2011/12/27 0:00:00,"H2310-0169",169,2011/12/27 0:00:00,,0
38524,1474,1,1,1,2011/10/31 0:00:00,143,0,0,\218902,114,0,0,\0,0,"9月分　社保個人分","H",23,10,31,0,"11103","10102",1,2011/12/27 0:00:00,"H2310-0170",170,2011/12/27 0:00:00,,0
38525,1475,1,1,1,2011/10/31 0:00:00,114,0,0,\458610,6,0,0,\0,0,"10月分　三田市運営費","H",23,10,31,0,"10102","01301",1,2011/12/27 0:00:00,"H2310-0171",171,2011/12/27 0:00:00,,0
38526,1490,1,1,1,2011/11/01 0:00:00,142,,0,\3200000,114,0,0,\0,0,"22年度　設備積立金","H",23,11,1,0,"11102","10102",1,2011/12/27 0:00:00,"H2311-0003",3,2011/12/27 0:00:00,,0
38527,1493,1,1,1,2011/11/01 0:00:00,142,,0,\3080000,114,0,0,\0,0,"22年度　修繕積立金","H",23,11,1,0,"11102","10102",1,2011/12/27 0:00:00,"H2311-0006",6,2011/12/27 0:00:00,,0
38528,1496,1,1,1,2011/11/01 0:00:00,53,0,0,\3980,113,0,0,\0,0,"ｺﾞﾀﾞｲﾄﾞﾗｯｸﾞ　粉ﾐﾙｸ","H",23,11,1,0,"13301","10101",1,2011/12/27 0:00:00,"H2311-0009",9,2011/12/27 0:00:00,,0
38529,1499,1,1,1,2011/11/01 0:00:00,54,0,0,\1434,113,0,0,\0,0,"ｺﾞﾀﾞｲﾄﾞﾗｯｸﾞ　ｼｯﾌﾟ他","H",23,11,1,0,"13302","10101",1,2011/12/27 0:00:00,"H2311-0012",12,2011/12/27 0:00:00,,0
38530,1495,1,1,1,2011/11/01 0:00:00,113,0,0,\50000,163,0,0,\0,0,"小口現金引出し","H",23,11,1,0,"10101","10112",1,2011/12/27 0:00:00,"H2311-0008",8,2011/12/27 0:00:00,,0
38531,1488,1,1,1,2011/11/01 0:00:00,142,,0,\3000000,114,0,0,\0,0,"22年度　備品積立金","H",23,11,1,0,"11102","10102",1,2011/12/27 0:00:00,"H2311-0001",1,2011/12/27 0:00:00,,0
38532,1508,1,1,1,2011/11/02 0:00:00,69,0,0,\550,113,0,0,\0,0,"子育てさろん　年賀状","H",23,11,2,0,"13325","10101",1,2011/12/27 0:00:00,"H2311-0021",21,2011/12/27 0:00:00,,0
38533,1507,1,1,1,2011/11/02 0:00:00,62,0,0,\2092,113,0,0,\0,0,"ｼﾞｭﾝﾃﾝﾄﾞｰ　ｻﾗﾝﾗｯﾌﾟ他","H",23,11,2,0,"13310","10101",1,2011/12/27 0:00:00,"H2311-0020",20,2011/12/27 0:00:00,,0
38534,1512,1,1,1,2011/11/03 0:00:00,58,0,0,\1592,113,0,0,\0,0,"MV　電池","H",23,11,3,0,"13306","10101",1,2011/12/27 0:00:00,"H2311-0025",25,2011/12/27 0:00:00,,0
38535,1513,1,1,1,2011/11/03 0:00:00,69,0,0,\642,113,0,0,\0,0,"MV　さろんおやつ","H",23,11,3,0,"13325","10101",1,2011/12/27 0:00:00,"H2311-0026",26,2011/12/27 0:00:00,,0
38536,1514,1,1,1,2011/11/04 0:00:00,50,0,0,\32550,114,0,0,\0,0,"ｼｬｰﾌﾟ　ｺﾝﾋﾟｭｰﾀｰﾘｰｽ料","H",23,11,4,0,"13216","10102",1,2011/12/27 0:00:00,"H2311-0027",27,2011/12/27 0:00:00,,0
38537,1518,1,1,1,2011/11/04 0:00:00,58,0,0,\796,113,0,0,\0,0,"ｺｰﾅﾝ　電池","H",23,11,4,0,"13306","10101",1,2011/12/27 0:00:00,"H2311-0031",31,2011/12/27 0:00:00,,0
38538,1517,1,1,1,2011/11/04 0:00:00,43,0,0,\360000,163,0,0,\0,0,"ﾌﾚｰﾍﾞﾙ館　UVｶｯﾄﾌｨﾙﾑ工事","H",23,11,4,0,"13209","10112",1,2011/12/27 0:00:00,"H2311-0030",30,2011/12/27 0:00:00,,0
38539,1515,1,1,1,2011/11/04 0:00:00,58,0,0,\17020,163,0,0,\0,0,"ﾌﾚｰﾍﾞﾙ館　ﾎﾞｰﾙ他","H",23,11,4,0,"13306","10112",1,2011/12/27 0:00:00,"H2311-0028",28,2011/12/27 0:00:00,,0
38540,1516,1,1,1,2011/11/04 0:00:00,58,0,0,\6150,163,0,0,\0,0,"ﾌﾚｰﾍﾞﾙ館　紙芝居","H",23,11,4,0,"13306","10112",1,2011/12/27 0:00:00,"H2311-0029",29,2011/12/27 0:00:00,,0
38541,1522,1,1,1,2011/11/06 0:00:00,53,0,0,\54,113,0,0,\0,0,"さとう　もやし","H",23,11,6,0,"13301","10101",1,2011/12/27 0:00:00,"H2311-0035",35,2011/12/27 0:00:00,,0
38542,1525,1,1,1,2011/11/07 0:00:00,38,0,0,\12008,114,0,0,\0,0,"第一電子","H",23,11,7,0,"13204","10102",1,2011/12/27 0:00:00,"H2311-0038",38,2011/12/27 0:00:00,,0
38543,1526,1,1,1,2011/11/07 0:00:00,54,,0,\31710,163,0,0,\0,0,"ﾀｲﾖｳ物産　ｾｰﾌｺｰﾙ他","H",23,11,7,0,"13302","10112",1,2011/12/27 0:00:00,"H2311-0039",39,2011/12/27 0:00:00,,0
38544,1529,1,1,1,2011/11/07 0:00:00,58,0,0,\840,113,0,0,\0,0,"ﾀﾞｲｿｰ　紙粘土","H",23,11,7,0,"13306","10101",1,2011/12/27 0:00:00,"H2311-0042",42,2011/12/27 0:00:00,,0
38545,1527,1,1,1,2011/11/07 0:00:00,45,0,0,\2622,113,0,0,\0,0,"MV　菓子","H",23,11,7,0,"13211","10101",1,2011/12/27 0:00:00,"H2311-0040",40,2011/12/27 0:00:00,,0
38546,1524,1,1,1,2011/11/07 0:00:00,50,0,0,\21000,114,0,0,\0,0,"日立　ﾘｰｽ料","H",23,11,7,0,"13216","10102",1,2011/12/27 0:00:00,"H2311-0037",37,2011/12/27 0:00:00,,0
38547,1532,1,1,1,2011/11/08 0:00:00,58,0,0,\24300,163,0,0,\0,0,"ﾖｼﾀﾞ楽器　ﾎﾞﾝｺﾞｽﾀﾝﾄﾞ他","H",23,11,8,0,"13306","10112",1,2011/12/27 0:00:00,"H2311-0045",45,2011/12/27 0:00:00,,0
38548,1539,1,1,1,2011/11/10 0:00:00,114,0,0,\10000,7,0,0,\0,0,"11月分　一時保育料","H",23,11,10,0,"10102","01401",1,2011/12/27 0:00:00,"H2311-0052",52,2011/12/27 0:00:00,,0
38549,1542,1,1,1,2011/11/10 0:00:00,48,0,0,\420,113,0,0,\0,0,"振込手数料","H",23,11,10,0,"13214","10101",1,2011/12/27 0:00:00,"H2311-0055",55,2011/12/27 0:00:00,,0
38550,1538,1,1,1,2011/11/10 0:00:00,52,0,0,\3007,114,0,0,\0,0,"松本新聞舗","H",23,11,10,0,"13225","10102",1,2011/12/27 0:00:00,"H2311-0051",51,2011/12/27 0:00:00,,0
38551,1540,1,1,1,2011/11/10 0:00:00,163,0,0,\400000,114,0,0,\0,0,"当座預金補充","H",23,11,10,0,"10112","10102",1,2011/12/27 0:00:00,"H2311-0053",53,2011/12/27 0:00:00,,0
38552,1541,1,1,1,2011/11/10 0:00:00,53,0,0,\254054,163,0,0,\0,0,"ｴｰｺｰﾌﾟ　給食材料費","H",23,11,10,0,"13301","10112",1,2011/12/27 0:00:00,"H2311-0054",54,2011/12/27 0:00:00,,0
38553,1554,1,1,1,2011/11/14 0:00:00,37,0,0,\38000,163,0,0,\0,0,"親学推進協会　受講料","H",23,11,14,0,"13203","10112",1,2011/12/27 0:00:00,"H2311-0067",67,2011/12/27 0:00:00,,0
38554,1551,1,1,1,2011/11/14 0:00:00,60,0,0,\43849,114,0,0,\0,0,"11月分　電気料金","H",23,11,14,0,"13308","10102",1,2011/12/27 0:00:00,"H2311-0064",64,2011/12/27 0:00:00,,0
38555,1553,1,1,1,2011/11/14 0:00:00,38,0,0,\16057,163,0,0,\0,0,"白鷺保育社　お花紙他","H",23,11,14,0,"13204","10112",1,2011/12/27 0:00:00,"H2311-0066",66,2011/12/27 0:00:00,,0
38556,1552,1,1,1,2011/11/14 0:00:00,60,0,0,\220,114,0,0,\0,0,"11月分　電気料金","H",23,11,14,0,"13308","10102",1,2011/12/27 0:00:00,"H2311-0065",65,2011/12/27 0:00:00,,0
38557,1555,1,1,1,2011/11/14 0:00:00,58,0,0,\520,113,0,0,\0,0,"MV　ｶｾｯﾄﾃｰﾌﾟ","H",23,11,14,0,"13306","10101",1,2011/12/27 0:00:00,"H2311-0068",68,2011/12/27 0:00:00,,0
38558,1557,1,1,1,2011/11/15 0:00:00,58,0,0,\3150,113,0,0,\0,0,"日本総合園芸　花","H",23,11,15,0,"13306","10101",1,2011/12/27 0:00:00,"H2311-0070",70,2011/12/27 0:00:00,,0
38559,1556,1,1,1,2011/11/15 0:00:00,60,0,0,\10509,114,0,0,\0,0,"10月分　ｶﾞｽ料金","H",23,11,15,0,"13308","10102",1,2011/12/27 0:00:00,"H2311-0069",69,2011/12/27 0:00:00,,0
38560,1571,1,1,1,2011/11/16 0:00:00,171,0,0,\10977,34,0,0,\0,0,"11月分　雇用預り","H",23,11,16,0,"10113","13107",1,2011/12/27 0:00:00,"H2311-0084",84,2011/12/27 0:00:00,,0
38561,1567,1,1,1,2011/11/16 0:00:00,58,0,0,\12000,163,0,0,\0,0,"11月分　ﾚｲﾓﾝﾄﾞ講師料","H",23,11,16,0,"13306","10112",1,2011/12/27 0:00:00,"H2311-0080",80,2011/12/27 0:00:00,,0
38562,1579,1,1,1,2011/11/16 0:00:00,171,0,0,\47755,10,0,0,\0,0,"11月分　職員給食費","H",23,11,16,0,"10113","01701",1,2011/12/27 0:00:00,"H2311-0092",92,2011/12/27 0:00:00,,0
38563,1576,1,1,1,2011/11/16 0:00:00,171,0,0,\42829,143,0,0,\0,0,"11月分　退職共済預り","H",23,11,16,0,"10113","11103",1,2011/12/27 0:00:00,"H2311-0089",89,2011/12/27 0:00:00,,0
38564,1574,1,1,1,2011/11/16 0:00:00,171,0,0,\69000,143,0,0,\0,0,"11月分　住民税預り","H",23,11,16,0,"10113","11103",1,2011/12/27 0:00:00,"H2311-0087",87,2011/12/27 0:00:00,,0
38565,1566,1,1,1,2011/11/16 0:00:00,171,0,0,\1414705,114,0,0,\0,0,"11月分　職員給与","H",23,11,16,0,"10113","10102",1,2011/12/27 0:00:00,"H2311-0079",79,2011/12/27 0:00:00,,0
38566,1572,1,1,1,2011/11/16 0:00:00,171,0,0,\218902,143,0,0,\0,0,"11月分　社保預り","H",23,11,16,0,"10113","11103",1,2011/12/27 0:00:00,"H2311-0085",85,2011/12/27 0:00:00,,0
38567,1570,1,1,1,2011/11/16 0:00:00,31,0,0,\322535,171,0,0,\0,0,"11月分　非常勤賃金","H",23,11,16,0,"13104","10113",1,2011/12/27 0:00:00,"H2311-0083",83,2011/12/27 0:00:00,,0
38568,1569,1,1,1,2011/11/16 0:00:00,30,0,0,\31073,171,0,0,\0,0,"11月分　職員諸手当","H",23,11,16,0,"13103","10113",1,2011/12/27 0:00:00,"H2311-0082",82,2011/12/27 0:00:00,,0
38569,1568,1,1,1,2011/11/16 0:00:00,29,0,0,\1477000,171,0,0,\0,0,"11月分　職員俸給","H",23,11,16,0,"13102","10113",1,2011/12/27 0:00:00,"H2311-0081",81,2011/12/27 0:00:00,,0
38570,1565,1,1,1,2011/11/16 0:00:00,114,0,0,\3147040,6,0,0,\0,0,"11月分　加東市運営費","H",23,11,16,0,"10102","01301",1,2011/12/27 0:00:00,"H2311-0078",78,2011/12/27 0:00:00,,0
38571,1573,1,1,1,2011/11/16 0:00:00,171,0,0,\26440,143,0,0,\0,0,"11月分　所得税預り","H",23,11,16,0,"10113","11103",1,2011/12/27 0:00:00,"H2311-0086",86,2011/12/27 0:00:00,,0
38572,1606,1,1,1,2011/11/17 0:00:00,53,0,0,\2798,113,0,0,\0,0,"ｷﾘﾝ堂　粉ﾐﾙｸ","H",23,11,17,0,"13301","10101",1,2011/12/27 0:00:00,"H2311-0119",119,2011/12/27 0:00:00,,0
38573,1613,1,1,1,2011/11/18 0:00:00,53,0,0,\1701,113,0,0,\0,0,"兵庫ﾔｸﾙﾄ","H",23,11,18,0,"13301","10101",1,2011/12/27 0:00:00,"H2311-0126",126,2011/12/27 0:00:00,,0
38574,1611,1,1,1,2011/11/18 0:00:00,58,0,0,\24960,163,0,0,\0,0,"少年写真新聞社","H",23,11,18,0,"13306","10112",1,2011/12/27 0:00:00,"H2311-0124",124,2011/12/27 0:00:00,,0
38575,1614,1,1,1,2011/11/18 0:00:00,40,0,0,\3000,163,0,0,\0,0,"邦近印刷所　保育のまとめ","H",23,11,18,0,"13206","10112",1,2012/01/06 0:00:00,"H2311-0127",127,2012/01/13 0:00:00,,0
38576,1612,1,1,1,2011/11/18 0:00:00,142,0,0,\60000,163,0,0,\0,0,"邦近印刷所　保育のまとめ","H",23,11,18,0,"11102","10112",1,2011/12/27 0:00:00,"H2311-0125",125,2011/12/27 0:00:00,,0
38577,1617,1,1,1,2011/11/19 0:00:00,37,0,0,\3000,113,0,0,\0,0,"全国認定こども園協会　研修会費","H",23,11,19,0,"13203","10101",1,2011/12/27 0:00:00,"H2311-0130",130,2011/12/27 0:00:00,,0
38578,1618,1,1,1,2011/11/21 0:00:00,50,0,0,\11130,114,0,0,\0,0,"ｵﾘｯｸｽ","H",23,11,21,0,"13216","10102",1,2011/12/27 0:00:00,"H2311-0131",131,2011/12/27 0:00:00,,0
38579,1619,1,1,1,2011/11/21 0:00:00,35,0,0,\6930,113,0,0,\0,0,"検査ｾﾝﾀｰ　検便検査","H",23,11,21,0,"13201","10101",1,2011/12/27 0:00:00,"H2311-0132",132,2011/12/27 0:00:00,,0
38580,1620,1,1,1,2011/11/21 0:00:00,58,0,0,\5000,113,0,0,\0,0,"11月分　音楽教室","H",23,11,21,0,"13306","10101",1,2011/12/27 0:00:00,"H2311-0133",133,2011/12/27 0:00:00,,0
38581,1632,1,1,1,2011/11/22 0:00:00,50,0,0,\21840,163,0,0,\0,0,"AEDﾘｰｽ料","H",23,11,22,0,"13216","10112",1,2011/12/27 0:00:00,"H2311-0145",145,2011/12/27 0:00:00,,0
38582,1633,1,1,1,2011/11/22 0:00:00,58,0,0,\10500,163,0,0,\0,0,"10月分　ｶﾜｲ体育教室","H",23,11,22,0,"13306","10112",1,2011/12/27 0:00:00,"H2311-0146",146,2011/12/27 0:00:00,,0
38583,1629,1,1,1,2011/11/22 0:00:00,114,0,0,\1723,12,0,0,\0,0,"定期利息","H",23,11,22,0,"10102","01901",1,2011/12/27 0:00:00,"H2311-0142",142,2011/12/27 0:00:00,,0
38584,1631,1,1,1,2011/11/22 0:00:00,163,0,0,\300000,114,0,0,\0,0,"当座預金補充","H",23,11,22,0,"10112","10102",1,2011/12/27 0:00:00,"H2311-0144",144,2011/12/27 0:00:00,,0
38585,1630,1,1,1,2011/11/22 0:00:00,114,0,0,\8000,7,0,0,\0,0,"11月分　一時保育料","H",23,11,22,0,"10102","01401",1,2011/12/27 0:00:00,"H2311-0143",143,2011/12/27 0:00:00,,0
38586,1636,1,1,1,2011/11/22 0:00:00,48,0,0,\855,113,0,0,\0,0,"振込手数料","H",23,11,22,0,"13214","10101",1,2011/12/27 0:00:00,"H2311-0149",149,2011/12/27 0:00:00,,0
38587,1635,1,1,1,2011/11/22 0:00:00,44,0,0,\80,113,0,0,\0,0,"ｾﾌﾞﾝｲﾚﾌﾞﾝ　ﾒｰﾙ便","H",23,11,22,0,"13210","10101",1,2011/12/27 0:00:00,"H2311-0148",148,2011/12/27 0:00:00,,0
38588,1634,1,1,1,2011/11/22 0:00:00,62,0,0,\308,113,0,0,\0,0,"ｺｰﾅﾝ　ﾋﾞﾆｰﾙ袋","H",23,11,22,0,"13310","10101",1,2011/12/27 0:00:00,"H2311-0147",147,2011/12/27 0:00:00,,0
38589,1641,1,1,1,2011/11/25 0:00:00,114,0,0,\2944000,8,0,0,\0,0,"前期分　延長保育補助金","H",23,11,25,0,"10102","01501",1,2011/12/27 0:00:00,"H2311-0154",154,2011/12/27 0:00:00,,0
38590,1642,1,1,1,2011/11/25 0:00:00,60,0,0,\41799,114,0,0,\0,0,"水道料金","H",23,11,25,0,"13308","10102",1,2011/12/27 0:00:00,"H2311-0155",155,2011/12/27 0:00:00,,0
38591,1647,1,1,1,2011/11/25 0:00:00,205,0,0,\42829,163,0,0,\0,0,"11月分　退職共済法人分","H",23,11,25,0,"15403","10112",1,2011/12/27 0:00:00,"H2311-0160",160,2012/01/13 0:00:00,,0
38592,1643,1,1,1,2011/11/25 0:00:00,50,0,0,\28980,114,0,0,\0,0,"NTTﾌｧｲﾅﾝｽ","H",23,11,25,0,"13216","10102",1,2011/12/27 0:00:00,"H2311-0156",156,2011/12/27 0:00:00,,0
38593,1640,1,1,1,2011/11/25 0:00:00,114,0,0,\107480,6,0,0,\0,0,"11月分　三木市運営費","H",23,11,25,0,"10102","01301",1,2011/12/27 0:00:00,"H2311-0153",153,2011/12/27 0:00:00,,0
38594,1644,1,1,1,2011/11/25 0:00:00,143,0,0,\69000,163,0,0,\0,0,"11月分　住民税支払い","H",23,11,25,0,"11103","10112",1,2011/12/27 0:00:00,"H2311-0157",157,2011/12/27 0:00:00,,0
38595,1646,1,1,1,2011/11/25 0:00:00,143,0,0,\42829,163,0,0,\0,0,"11月分　退職共済預り分","H",23,11,25,0,"11103","10112",1,2011/12/27 0:00:00,"H2311-0159",159,2012/01/13 0:00:00,,0
38596,1648,1,1,2,2011/11/25 0:00:00,204,0,0,\42829,205,0,0,\0,0,"11月分　退職共済振替","H",23,11,25,0,"10321","15403",1,2011/12/27 0:00:00,"H2311-0161",161,2011/12/27 0:00:00,,0
38597,1649,1,1,1,2011/11/25 0:00:00,58,0,0,\10500,163,0,0,\0,0,"11月分　ｶﾜｲ体育教室","H",23,11,25,0,"13306","10112",1,2011/12/27 0:00:00,"H2311-0162",162,2011/12/27 0:00:00,,0
38598,1651,1,1,1,2011/11/25 0:00:00,62,0,0,\1557,113,0,0,\0,0,"ｼﾞｭﾝﾃﾝﾄﾞｰ　ｺﾞﾑ手袋他","H",23,11,25,0,"13310","10101",1,2011/12/27 0:00:00,"H2311-0164",164,2011/12/27 0:00:00,,0
38599,1650,1,1,1,2011/11/25 0:00:00,58,0,0,\400,113,0,0,\0,0,"ﾊﾘﾏ教材　かるた他","H",23,11,25,0,"13306","10101",1,2011/12/27 0:00:00,"H2311-0163",163,2011/12/27 0:00:00,,0
38600,1645,1,1,1,2011/11/25 0:00:00,143,0,0,\26440,163,0,0,\0,0,"11月分　所得税支払い","H",23,11,25,0,"11103","10112",1,2011/12/27 0:00:00,"H2311-0158",158,2011/12/27 0:00:00,,0
38601,1657,1,1,1,2011/11/27 0:00:00,58,0,0,\594,113,0,0,\0,0,"えるむﾌﾟﾗｻﾞ　工作用ﾏｶﾛﾆ","H",23,11,27,0,"13306","10101",1,2011/12/27 0:00:00,"H2311-0170",170,2011/12/27 0:00:00,,0
38602,1663,1,1,1,2011/11/28 0:00:00,38,0,0,\630,113,0,0,\0,0,"文具創庫　PPC用原稿用紙","H",23,11,28,0,"13204","10101",1,2011/12/27 0:00:00,"H2311-0176",176,2011/12/27 0:00:00,,0
38603,1660,1,1,1,2011/11/28 0:00:00,44,0,0,\5658,114,0,0,\0,0,"11月分　電話料金","H",23,11,28,0,"13210","10102",1,2011/12/27 0:00:00,"H2311-0173",173,2011/12/27 0:00:00,,0
38604,1659,1,1,1,2011/11/28 0:00:00,44,0,0,\2527,114,0,0,\0,0,"11月分　電話料金","H",23,11,28,0,"13210","10102",1,2011/12/27 0:00:00,"H2311-0172",172,2011/12/27 0:00:00,,0
38605,1658,1,1,1,2011/11/28 0:00:00,44,0,0,\5401,114,0,0,\0,0,"ﾔﾌｰ使用料","H",23,11,28,0,"13210","10102",1,2011/12/27 0:00:00,"H2311-0171",171,2011/12/27 0:00:00,,0
38606,1661,1,1,1,2011/11/28 0:00:00,37,0,0,\4200,113,0,0,\0,0,"ｾﾌﾞﾝｲﾚﾌﾞﾝ　ﾄﾗﾌﾞﾙ解決事例集","H",23,11,28,0,"13203","10101",1,2011/12/27 0:00:00,"H2311-0174",174,2011/12/27 0:00:00,,0
